Timestamp,LinAccX,LinAccY,LinAccZ,QuatI,QuatJ,QuatK,QuatReal,Label
1772360207574,-1.33,-1.33,-5.33,0.07,0.08,-0.06,0.9928,2
1772360207579,-1.14,-1.53,-5.86,0.07,0.08,-0.06,0.9928,2
1772360207584,-0.86,-1.75,-6.32,0.07,0.08,-0.06,0.9928,2
1772360207589,-0.5,-2.05,-6.86,0.07,0.08,-0.06,0.9928,2
1772360207594,-0.09,-2.32,-7.66,0.07,0.08,-0.06,0.9928,2
1772360207599,-0.03,-2.02,-7.79,0.07,0.08,-0.06,0.9928,2
1772360207604,0.96,-1.02,-7.93,0.07,0.08,-0.06,0.9928,2
1772360207609,1.56,-0.83,-8.16,0.07,0.08,-0.06,0.9928,2
1772360207614,1.75,-1.02,-8.32,0.07,0.08,-0.06,0.9928,2
1772360207619,1.9,-1.13,-8.39,0.07,0.08,-0.06,0.9928,2
1772360207624,1.94,-1.22,-8.55,0.07,0.08,-0.06,0.9928,2
1772360207629,2.02,-1.16,-8.7,0.07,0.08,-0.06,0.9928,2
1772360207634,2.03,-1.21,-8.78,0.07,0.08,-0.06,0.9928,2
1772360207639,2.0,-1.28,-8.82,0.07,0.08,-0.06,0.9928,2
1772360207644,2.05,-1.35,-8.94,0.07,0.08,-0.06,0.9928,2
1772360207649,2.05,-1.33,-8.95,0.07,0.08,-0.06,0.9928,2
1772360207654,2.1,-1.31,-8.98,0.07,0.08,-0.06,0.9928,2
1772360207659,2.07,-1.25,-8.99,0.07,0.08,-0.06,0.9928,2
1772360207664,2.12,-1.22,-8.99,0.07,0.08,-0.06,0.9928,2
1772360207670,2.18,-1.19,-8.91,0.07,0.08,-0.06,0.9928,2
1772360207675,2.15,-1.16,-8.88,0.07,0.08,-0.06,0.9928,2
1772360207679,2.16,-1.16,-8.84,0.07,0.08,-0.06,0.9928,2
1772360207684,2.17,-1.16,-8.84,0.07,0.08,-0.06,0.9928,2
1772360207690,2.19,-1.12,-8.84,0.07,0.08,-0.06,0.9928,2
1772360207695,2.23,-1.09,-8.81,0.07,0.08,-0.06,0.9928,2
1772360207699,2.25,-1.09,-8.84,0.07,0.08,-0.06,0.9928,2
1772360207704,2.28,-1.05,-8.84,0.07,0.08,-0.06,0.9928,2
1772360207709,2.25,-0.98,-8.87,0.07,0.08,-0.06,0.9928,2
1772360207714,2.31,-0.99,-8.94,0.07,0.08,-0.06,0.9928,2
1772360207727,2.36,-0.88,-9.04,0.02,0.1,-0.04,0.9939,2
1772360207737,2.36,-0.75,-9.05,0.02,0.1,-0.04,0.9938,2
1772360207743,2.37,-0.7,-9.12,0.02,0.1,-0.04,0.9938,2
1772360207748,2.35,-0.64,-9.14,0.02,0.1,-0.04,0.9938,2
1772360207753,2.37,-0.63,-9.22,0.02,0.1,-0.04,0.9938,2
1772360207758,2.34,-0.58,-9.25,0.02,0.1,-0.04,0.9938,2
1772360207763,2.12,-0.5,-9.66,0.02,0.1,-0.04,0.9938,2
1772360207768,2.29,-0.41,-9.65,0.02,0.1,-0.04,0.9938,2
1772360207773,2.41,-0.25,-9.36,0.02,0.1,-0.04,0.9938,2
1772360207778,2.23,0.25,-9.59,0.02,0.1,-0.04,0.9938,2
1772360207785,1.8,1.25,-10.19,0.02,0.1,-0.04,0.9938,2
1772360207789,1.57,1.52,-10.45,0.02,0.1,-0.04,0.9938,2
1772360207794,1.53,1.56,-10.56,0.02,0.1,-0.04,0.9938,2
1772360207799,1.59,0.83,-10.86,0.02,0.1,-0.04,0.9938,2
1772360207804,1.71,0.4,-10.88,0.02,0.1,-0.04,0.9938,2
1772360207809,1.91,-0.05,-10.96,0.02,0.1,-0.04,0.9938,2
1772360207814,2.06,-0.64,-10.96,0.02,0.1,-0.04,0.9938,2
1772360207819,2.32,-1.7,-11.35,0.02,0.1,-0.04,0.9938,2
1772360207824,2.3,-2.07,-11.61,0.02,0.1,-0.04,0.9938,2
1772360207829,2.27,-2.35,-11.88,0.02,0.1,-0.04,0.9938,2
1772360207834,2.19,-2.47,-12.39,0.02,0.1,-0.04,0.9938,2
1772360207839,2.14,-2.34,-12.7,0.02,0.1,-0.04,0.9938,2
1772360207844,2.03,-2.16,-13.05,0.02,0.1,-0.04,0.9938,2
1772360207849,1.99,-1.99,-13.29,0.02,0.1,-0.04,0.9938,2
1772360207854,2.15,-1.64,-13.62,0.02,0.1,-0.04,0.9938,2
1772360207873,2.79,-1.01,-14.29,-0.01,0.03,0.0,0.9993,2
1772360207879,2.98,-0.93,-14.36,-0.01,0.03,0.0,0.9993,2
1772360207884,3.19,-0.86,-14.32,-0.01,0.03,0.0,0.9993,2
1772360207889,3.8,-0.43,-13.84,-0.01,0.03,0.0,0.9993,2
1772360207894,4.08,-0.23,-12.74,-0.01,0.03,0.0,0.9993,2
1772360207899,4.71,0.5,-4.81,-0.01,0.03,0.0,0.9993,2
1772360207907,54.88,13.33,55.03,-0.04,-0.02,0.04,0.9983,2
1772360207915,-26.69,-4.68,-25.7,-0.04,0.01,0.04,0.9984,2
1772360207921,-0.19,3.74,-18.22,-0.04,0.01,0.04,0.9984,2
1772360207926,-2.05,1.93,-21.81,-0.04,0.01,0.04,0.9984,2
1772360207931,-0.52,-0.54,-16.24,-0.04,0.01,0.04,0.9984,2
1772360207938,0.69,-1.87,-13.39,-0.04,0.01,0.04,0.9984,2
1772360207943,-0.19,-0.64,-14.68,-0.04,0.01,0.04,0.9984,2
1772360207948,0.29,0.37,-13.2,-0.04,0.01,0.04,0.9984,2
1772360207953,1.16,-0.01,-11.76,-0.04,0.01,0.04,0.9984,2
1772360207958,0.63,-0.96,-11.84,-0.04,0.01,0.04,0.9984,2
1772360207963,0.68,-1.21,-11.31,-0.04,0.01,0.04,0.9984,2
1772360207969,1.05,-1.27,-10.32,0.07,-0.02,0.01,0.9973,2
1772360207979,0.89,-1.32,-9.92,0.08,-0.03,0.01,0.9965,2
1772360207984,0.91,-1.31,-9.56,0.08,-0.03,0.01,0.9965,2
1772360207989,0.78,-1.41,-9.09,0.08,-0.03,0.01,0.9965,2
1772360207994,0.66,-1.74,-8.85,0.08,-0.03,0.01,0.9965,2
1772360207999,0.61,-1.9,-8.55,0.08,-0.03,0.01,0.9965,2
1772360208004,0.41,-2.02,-8.49,0.08,-0.03,0.01,0.9965,2
1772360208009,0.25,-2.02,-8.35,0.08,-0.03,0.01,0.9965,2
1772360208014,0.09,-2.1,-8.28,0.08,-0.03,0.01,0.9965,2
1772360208019,-0.08,-2.28,-8.18,0.08,-0.03,0.01,0.9965,2
1772360208028,-0.39,-2.55,-8.06,0.15,-0.1,-0.0,0.9827,2
1772360208037,-0.71,-2.72,-7.98,0.17,-0.12,-0.0,0.9789,2
1772360208043,-0.86,-2.8,-7.95,0.17,-0.12,-0.0,0.9789,2
1772360208048,-1.02,-2.91,-7.98,0.17,-0.12,-0.0,0.9789,2
1772360208053,-1.09,-2.97,-7.86,0.17,-0.12,-0.0,0.9789,2
1772360208058,-1.27,0.39,-2.35,0.17,-0.12,-0.0,0.9789,2
1772360208064,-0.33,12.21,22.11,0.17,-0.12,-0.0,0.9789,2
1772360208069,1.34,24.36,50.08,0.17,-0.12,-0.0,0.9789,2
1772360208074,4.95,26.44,43.38,0.17,-0.12,-0.0,0.9789,2
1772360208079,4.25,3.46,-1.0,0.17,-0.12,-0.0,0.9789,2
1772360208084,0.98,-0.52,-8.5,0.17,-0.12,-0.0,0.9789,2
1772360208089,-0.81,-0.89,-11.24,0.17,-0.12,-0.0,0.9789,2
1772360208094,-1.14,-0.77,-3.69,0.17,-0.12,-0.0,0.9789,2
1772360208099,0.14,-5.5,7.05,0.17,-0.12,-0.0,0.9789,2
1772360208104,2.56,-15.75,28.23,0.17,-0.12,-0.0,0.9789,2
1772360208109,7.01,-26.16,46.57,0.17,-0.12,-0.0,0.9789,2
1772360208114,7.87,-7.67,6.71,0.17,-0.12,-0.0,0.9789,2
1772360208119,5.35,-2.86,-6.5,0.17,-0.12,-0.0,0.9789,2
1772360208124,4.1,-2.71,-10.55,0.17,-0.12,-0.0,0.9789,2
1772360208129,2.05,-5.3,-12.5,0.17,-0.12,-0.0,0.9789,2
1772360208134,0.02,-7.54,-14.63,0.17,-0.12,-0.0,0.9789,2
1772360208139,-6.02,-11.94,-26.82,0.17,-0.12,-0.0,0.9789,2
1772360208145,-16.25,-1.75,-41.37,0.17,-0.12,-0.0,0.9789,2
1772360208150,-6.37,11.44,3.16,0.17,-0.12,-0.0,0.9789,2
1772360208155,1.51,1.91,24.97,0.17,-0.12,-0.0,0.9789,2
1772360208160,3.22,0.48,34.29,0.17,-0.12,-0.0,0.9789,2
1772360208164,4.04,-1.08,28.18,0.17,-0.12,-0.0,0.9789,2
1772360208170,2.5,-0.76,11.29,0.17,-0.12,-0.0,0.9789,2
1772360208175,1.41,0.89,1.95,0.17,-0.12,-0.0,0.9789,2
1772360208180,0.88,1.26,-2.48,0.17,-0.12,-0.0,0.9789,2
1772360208185,0.28,-0.18,-5.27,0.17,-0.12,-0.0,0.9789,2
1772360208190,0.37,-0.74,-5.53,0.17,-0.12,-0.0,0.9789,2
1772360208195,0.57,-2.29,-5.71,0.17,-0.12,-0.0,0.9789,2
1772360208200,0.81,-1.14,-3.37,0.17,-0.12,-0.0,0.9789,2
1772360208205,1.25,-0.13,-0.73,0.17,-0.12,-0.0,0.9789,2
1772360208209,1.55,1.18,2.91,0.17,-0.12,-0.0,0.9789,2
1772360208215,2.19,3.29,6.53,0.17,-0.12,-0.0,0.9789,2
1772360208220,1.45,5.34,5.42,0.17,-0.12,-0.0,0.9789,2
1772360208225,0.98,4.3,3.89,0.17,-0.12,-0.0,0.9789,2
1772360208230,0.32,3.59,3.01,0.17,-0.12,-0.0,0.9789,2
1772360208235,-1.19,1.6,0.72,0.17,-0.12,-0.0,0.9789,2
1772360208240,-2.66,-1.56,-3.25,0.17,-0.12,-0.0,0.9789,2
1772360208245,-3.98,-5.18,-5.27,0.17,-0.12,-0.0,0.9789,2
1772360208250,-1.16,-5.41,0.14,0.17,-0.12,-0.0,0.9789,2
1772360208255,0.0,-4.74,0.84,0.17,-0.12,-0.0,0.9789,2
1772360208260,0.82,-4.21,1.03,0.17,-0.12,-0.0,0.9789,2
1772360208265,1.49,-3.37,1.34,0.17,-0.12,-0.0,0.9789,2
1772360208270,1.6,0.53,2.8,0.17,-0.12,-0.0,0.9789,2
1772360208274,1.21,2.4,3.6,0.17,-0.12,-0.0,0.9789,2
1772360208279,0.53,3.53,3.96,0.17,-0.12,-0.0,0.9789,2
1772360208284,-0.46,2.61,2.7,0.17,-0.12,-0.0,0.9789,2
1772360208289,-0.38,1.13,1.47,0.17,-0.12,-0.0,0.9789,2
1772360208294,-0.1,-0.03,0.49,0.17,-0.12,-0.0,0.9789,2
1772360208299,-0.09,-0.92,-0.04,0.17,-0.12,-0.0,0.9789,2
1772360208304,0.04,-1.62,0.16,0.17,-0.12,-0.0,0.9789,2
1772360208309,-0.08,-1.5,0.7,0.17,-0.12,-0.0,0.9789,2
1772360208314,-0.09,-1.2,1.32,0.17,-0.12,-0.0,0.9789,2
1772360208319,0.18,0.25,2.12,0.17,-0.12,-0.0,0.9789,2
1772360208324,0.29,0.62,2.25,0.17,-0.12,-0.0,0.9789,2
1772360208329,0.25,0.77,2.26,0.17,-0.12,-0.0,0.9789,2
1772360208334,0.21,0.7,2.03,0.17,-0.12,-0.0,0.9789,2
1772360208339,0.18,0.21,1.42,0.17,-0.12,-0.0,0.9789,2
1772360208344,0.14,-0.21,1.28,0.17,-0.12,-0.0,0.9789,2
1772360208349,0.11,-0.52,1.24,0.17,-0.12,-0.0,0.9789,2
1772360208354,0.02,-0.44,1.44,0.17,-0.12,-0.0,0.9789,2
1772360208358,0.02,-0.09,1.55,0.17,-0.12,-0.0,0.9789,2
1772360208363,0.1,0.21,1.68,0.17,-0.12,-0.0,0.9789,2
1772360208368,0.14,0.37,1.79,0.17,-0.12,-0.0,0.9789,2
1772360208373,0.21,0.21,1.72,0.17,-0.12,-0.0,0.9789,2
1772360208378,0.18,0.14,1.64,0.17,-0.12,-0.0,0.9789,2
1772360208384,0.14,0.03,1.54,0.17,-0.12,-0.0,0.9789,2
1772360208389,0.14,-0.16,1.46,0.17,-0.12,-0.0,0.9789,2
1772360208395,0.11,-0.12,1.54,0.17,-0.12,-0.0,0.9789,2
1772360208400,0.14,0.0,1.66,0.17,-0.12,-0.0,0.9789,2
1772360208405,0.14,0.08,1.67,0.17,-0.12,-0.0,0.9789,2
1772360208409,0.18,0.23,1.67,0.17,-0.12,-0.0,0.9789,2
1772360208415,0.18,0.23,1.68,0.17,-0.12,-0.0,0.9789,2
1772360208420,0.14,0.08,1.56,0.17,-0.12,-0.0,0.9789,2
1772360208425,0.14,-0.04,1.53,0.17,-0.12,-0.0,0.9789,2
1772360208430,0.11,0.0,1.61,0.17,-0.12,-0.0,0.9789,2
1772360208435,0.14,0.04,1.61,0.17,-0.12,-0.0,0.9789,2
1772360208440,0.14,0.12,1.61,0.17,-0.12,-0.0,0.9789,2
1772360208445,0.14,0.12,1.69,0.17,-0.12,-0.0,0.9789,2
1772360208450,0.14,0.12,1.66,0.17,-0.12,-0.0,0.9789,2
1772360208455,0.14,0.05,1.66,0.17,-0.12,-0.0,0.9789,2
1772360208460,0.14,0.05,1.58,0.17,-0.12,-0.0,0.9789,2
1772360208465,0.14,0.05,1.67,0.17,-0.12,-0.0,0.9789,2
1772360208470,0.14,0.05,1.66,0.17,-0.12,-0.0,0.9789,2
1772360208475,0.14,0.09,1.71,0.17,-0.12,-0.0,0.9789,2
1772360208480,0.14,0.09,1.71,0.17,-0.12,-0.0,0.9789,2
1772360208485,0.14,0.05,1.68,0.17,-0.12,-0.0,0.9789,2
1772360208490,0.14,0.05,1.64,0.17,-0.12,-0.0,0.9789,2
1772360208495,0.11,0.09,1.68,0.17,-0.12,-0.0,0.9789,2
1772360208500,0.14,0.09,1.64,0.17,-0.12,-0.0,0.9789,2
1772360208505,0.11,0.09,1.68,0.17,-0.12,-0.0,0.9789,2
1772360208510,0.14,0.05,1.69,0.17,-0.12,-0.0,0.9789,2
1772360208515,0.14,0.09,1.64,0.17,-0.12,-0.0,0.9789,2
1772360208520,0.14,0.05,1.64,0.17,-0.12,-0.0,0.9789,2
1772360208525,0.14,0.05,1.65,0.17,-0.12,-0.0,0.9789,2
1772360208530,0.14,0.06,1.65,0.17,-0.12,-0.0,0.9789,2
1772360208535,0.14,0.1,1.69,0.17,-0.12,-0.0,0.9789,2
1772360208540,0.14,0.1,1.73,0.17,-0.12,-0.0,0.9789,2
1772360208545,0.11,0.1,1.7,0.17,-0.12,-0.0,0.9789,2
1772360208550,0.14,0.1,1.66,0.17,-0.12,-0.0,0.9789,2
1772360208555,0.14,0.06,1.7,0.17,-0.12,-0.0,0.9789,2
1772360208569,0.14,0.1,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208574,0.14,0.1,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208579,0.14,0.07,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208584,0.14,0.11,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208589,0.14,0.11,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208594,0.14,0.07,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208599,0.14,0.11,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208604,0.14,0.11,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208609,0.14,0.07,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208615,0.14,0.11,1.75,-0.02,-0.01,-0.1,0.9953,2
1772360208620,0.11,0.07,1.71,-0.02,-0.01,-0.1,0.9953,2
1772360208625,0.14,0.11,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208630,0.14,0.07,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208635,0.18,0.11,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208640,0.14,0.08,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208645,0.14,0.12,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208650,0.14,0.12,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208655,0.11,0.12,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208660,0.11,0.08,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208665,0.14,0.12,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208670,0.14,0.08,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208675,0.14,0.12,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208680,0.14,0.08,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208685,0.11,0.08,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208690,0.14,0.08,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208695,0.11,0.12,1.68,-0.02,-0.01,-0.1,0.9953,2
1772360208699,0.14,0.08,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208705,0.11,0.12,1.64,-0.02,-0.01,-0.1,0.9953,2
1772360208710,0.14,0.13,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208715,0.18,0.09,1.72,-0.02,-0.01,-0.1,0.9953,2
1772360208720,0.0,-0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208725,0.0,-0.02,-0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208729,0.0,0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208734,0.0,0.02,-0.06,-0.02,-0.01,-0.1,0.9953,2
1772360208739,0.0,0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208745,0.0,-0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208750,0.0,0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208755,0.0,-0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208760,0.0,0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208765,-0.04,0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208770,0.0,0.02,-0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208775,-0.04,-0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360208780,0.0,-0.02,0.02,-0.02,-0.01,-0.1,0.9953,2
1772360211331,0.21,-0.81,-0.31,0.09,0.15,-0.32,0.9312,2
1772360211336,0.07,-1.12,-0.53,0.09,0.15,-0.32,0.9312,2
1772360211341,0.0,-1.14,-0.68,0.09,0.15,-0.32,0.9312,2
1772360211346,0.01,-1.12,-0.68,0.09,0.15,-0.32,0.9312,2
1772360211351,0.06,-1.04,-0.83,0.09,0.15,-0.32,0.9312,2
1772360211356,0.11,-0.76,-1.1,0.09,0.15,-0.32,0.9312,2
1772360211361,0.12,-0.6,-1.17,0.09,0.15,-0.32,0.9312,2
1772360211366,0.16,-0.48,-1.23,0.09,0.15,-0.32,0.9312,2
1772360211371,0.2,-0.33,-1.12,0.09,0.15,-0.32,0.9312,2
1772360211376,0.25,-0.37,-1.0,0.09,0.15,-0.32,0.9312,2
1772360211381,0.29,-0.42,-0.92,0.09,0.15,-0.32,0.9312,2
1772360211386,0.34,-0.47,-0.8,0.09,0.15,-0.32,0.9312,2
1772360211391,0.46,-0.66,-0.45,0.09,0.15,-0.32,0.9312,2
1772360211396,0.54,-0.64,-0.25,0.09,0.15,-0.32,0.9312,2
1772360211401,0.54,-0.68,0.01,0.09,0.15,-0.32,0.9312,2
1772360211406,0.57,-0.78,0.32,0.09,0.15,-0.32,0.9312,2
1772360211411,0.42,-0.97,0.48,0.09,0.15,-0.32,0.9312,2
1772360211416,0.3,-1.08,0.71,0.09,0.15,-0.32,0.9312,2
1772360211421,0.2,-1.19,0.75,0.09,0.15,-0.32,0.9312,2
1772360211426,-0.14,-1.14,0.6,0.09,0.15,-0.32,0.9312,2
1772360211431,-0.37,-1.16,0.54,0.09,0.15,-0.32,0.9312,2
1772360211436,-0.71,-1.18,0.3,0.09,0.15,-0.32,0.9312,2
1772360211441,-1.39,-1.57,-0.07,0.09,0.15,-0.32,0.9312,2
1772360211447,-1.57,-1.61,-0.41,0.09,0.15,-0.32,0.9312,2
1772360211452,-1.71,-1.68,-0.71,0.09,0.15,-0.32,0.9312,2
1772360211457,-1.72,-1.77,-1.02,0.09,0.15,-0.32,0.9312,2
1772360211462,-1.82,-2.33,-1.47,0.09,0.15,-0.32,0.9312,2
1772360211467,-1.9,-2.62,-1.79,0.09,0.15,-0.32,0.9312,2
1772360211472,-1.81,-2.97,-2.29,0.09,0.15,-0.32,0.9312,2
1772360211477,-0.7,-3.11,-4.45,0.09,0.15,-0.32,0.9312,2
1772360211482,0.75,-2.71,-6.3,0.09,0.15,-0.32,0.9312,2
1772360211487,1.38,-2.97,-7.31,0.09,0.15,-0.32,0.9312,2
1772360211491,4.36,0.73,-8.04,0.09,0.15,-0.32,0.9312,2
1772360211496,4.28,0.48,-8.28,0.09,0.15,-0.32,0.9312,2
1772360211501,4.29,0.39,-8.41,0.09,0.15,-0.32,0.9312,2
1772360211506,4.36,0.34,-8.57,0.09,0.15,-0.32,0.9312,2
1772360211511,4.32,0.32,-8.84,0.09,0.15,-0.32,0.9312,2
1772360211516,4.44,0.31,-8.89,0.09,0.15,-0.32,0.9312,2
1772360211521,4.45,0.29,-8.94,0.09,0.15,-0.32,0.9312,2
1772360211531,4.55,0.14,-9.06,0.1,0.18,-0.33,0.922,2
1772360211536,4.59,0.25,-8.99,0.1,0.18,-0.33,0.922,2
1772360211541,4.63,0.26,-9.04,0.1,0.18,-0.33,0.922,2
1772360211546,4.7,0.25,-8.95,0.1,0.18,-0.33,0.922,2
1772360211551,4.82,0.27,-8.88,0.1,0.18,-0.33,0.922,2
1772360211556,4.85,0.3,-8.8,0.1,0.18,-0.33,0.922,2
1772360211561,4.96,0.35,-8.72,0.1,0.18,-0.33,0.922,2
1772360211567,4.99,0.46,-8.64,0.1,0.18,-0.33,0.922,2
1772360211571,5.05,0.5,-8.59,0.1,0.18,-0.33,0.922,2
1772360211576,5.12,0.56,-8.47,0.1,0.18,-0.33,0.922,2
1772360211582,5.27,0.65,-8.34,0.1,0.18,-0.33,0.922,2
1772360211587,5.26,0.78,-8.32,0.1,0.18,-0.33,0.922,2
1772360211592,5.36,0.92,-8.3,0.1,0.18,-0.33,0.922,2
1772360211597,5.43,0.98,-8.2,0.1,0.18,-0.33,0.922,2
1772360211602,5.49,1.03,-8.22,0.1,0.18,-0.33,0.922,2
